comp_name,ticker,year,segment,industry,hq_country,ceo_sust_statem,sales,env_policy,ep_targets,env_impact_red,energy_consump,incr_renew_en,disclosure_raw,resource_target,water_withdraw,water_disclose,ghg_emis,transport_emis,years_es_report,audit_es_report,su_guidelines,su_aud_disclose,su_eva_disclose,su_env_assess,earn_per_share
Wallenstam AB,WALL,2020.0,Large,Finance,Sweden,1,212.12,1,1,1,471301.2,1,0,1,,0,0.936,8.405,8,1,1,0,0,1,5.9
Wallenstam AB,WALL,2021.0,Large,Finance,Sweden,1,221.2911826,1,1,1,507340.8,1,0,0,1256.475,0,0.657,7.737,15,0,1,0,0,1,0.75033327
Wallenstam AB,WALL,2022.0,Large,Finance,Sweden,,234.2427093,1,1,1,452808,1,0,0,1211.462,0,1.59,12.085,9,0,1,0,0,1,0.159924741
Pandox AB,PNDX,2015.0,Large,Finance,Sweden,1,392.7,1,1,1,215957,0,0,0,,0,,,3,0,0,0,0,0,1.55
Pandox AB,PNDX,2016.0,Large,Finance,Sweden,1,412.2,1,1,1,219964,1,0,1,311,0,12.591,,4,0,1,0,0,1,1.5
Pandox AB,PNDX,2017.0,Large,Finance,Sweden,1,433.4,1,1,1,179658,1,0,0,246,0,7.858,,4,1,1,0,0,0,2
Pandox AB,PNDX,2018.0,Large,Finance,Sweden,1,485.6872038,1,1,1,319158,1,0,0,481,0,8.743,20.913,2,0,1,0,0,1,1.595260664
Pandox AB,PNDX,2019.0,Large,Finance,Sweden,0,528.7564273,1,1,1,313250.4,0,0,1,1430.204,0,8.707,19.613,4,1,1,0,0,1,1.514949533
Pandox AB,PNDX,2020.0,Large,Finance,Sweden,1,302.6090269,1,1,1,231058.8,0,0,1,1031.025,0,7.979,137.795,6,0,1,1,1,1,0.346600647
Pandox AB,PNDX,2021.0,Large,Finance,Sweden,1,311.6549229,1,1,1,301320,1,0,1,1460.953,0,13.404,87.81,5,1,1,0,0,1,0.316130261
Pandox AB,PNDX,2022.0,Large,Finance,Sweden,,531.9121414,1,1,1,308941.2,1,1,1,322.179,0,8.708,95.462,6,0,1,0.010899183,1,1,2.158129558
Pegroco Invest AB,PEGRO,2021.0,Large,Finance,Sweden,0,234.583127,1,1,1,4434465.6,0,0,1,,0,2.26650464,,2,1,1,0,0,1,0.098076557
ASSA ABLOY AB,ASSA,2014.0,Large,Industrial Goods and Services,Sweden,1,5092.5,1,1,1,2487100,1,1,1,2623,1,255.171,0,9,0,1,0.1,1,1,1.56
ASSA ABLOY AB,ASSA,2015.0,Large,Industrial Goods and Services,Sweden,1,7450.7,1,1,1,2605392,1,0,1,,1,262.841,,10,0,1,1,1,1,0.76
ASSA ABLOY AB,ASSA,2016.0,Large,Industrial Goods and Services,Sweden,1,7449.6,1,1,1,2521714,1,0,1,2146,1,246.101,,16,0,1,1,1,1,0.7
ASSA ABLOY AB,ASSA,2017.0,Large,Industrial Goods and Services,Sweden,1,7729.6,1,1,1,2627237,1,0,0,1992,0,267.798,,15,1,1,1,1,1,0.8
ASSA ABLOY AB,ASSA,2018.0,Large,Industrial Goods and Services,Sweden,1,7216.777251,1,1,1,2561558.4,1,0,0,2012,1,272.318,,12,0,1,1,1,1,0.766824645
ASSA ABLOY AB,ASSA,2019.0,Large,Industrial Goods and Services,Sweden,1,8003.047039,1,1,1,2524406.4,1,0,1,1874,1,254.306,,13,1,1,1,1,1,0.877928014
ASSA ABLOY AB,ASSA,2020.0,Large,Industrial Goods and Services,Sweden,1,8345.934108,1,1,1,2319120,1,0,1,1635,0,234.575,,10,1,1,0.120512821,1,1,0.856979623
ASSA ABLOY AB,ASSA,2021.0,Large,Industrial Goods and Services,Sweden,1,9046.56256,1,1,1,2374711.2,1,0,1,1480,0,244.827,,11,0,1,0.126741573,1,1,0.934107789
ASSA ABLOY AB,ASSA,2022.0,Large,Industrial Goods and Services,Sweden,,8937.629351,1,1,1,2294035.2,1,0,1,1350,0,234.476,14361.452,12,0,1,0.93,1,1,1.126058325
Svenska Handelsbanken AB,SHB,2014.0,Large,Finance,Sweden,0,4008.2,1,0,1,,1,0,1,,0,10.264,,5,1,1,0,0,1,2.57
Svenska Handelsbanken AB,SHB,2015.0,Large,Finance,Sweden,1,4236.5,1,0,1,384890,1,1,0,,0,8.527,4.6,19,1,1,0,0,0,0.92
Svenska Handelsbanken AB,SHB,2016.0,Large,Finance,Sweden,1,4259.5,1,1,1,381157,1,0,1,,0,6.328,4,7,1,1,,1,1,0.9
Svenska Handelsbanken AB,SHB,2017.0,Large,Finance,Sweden,1,4269.2,1,0,1,364878,1,0,0,,0,5.7,4.2,16,1,1,0,0,1,0.8
Svenska Handelsbanken AB,SHB,2018.0,Large,Finance,Sweden,1,4148.815166,1,0,1,377629.2,1,0,0,,0,5.279,4.094,13,0,1,1,1,1,0.837914692
Svenska Handelsbanken AB,SHB,2019.0,Large,Finance,Sweden,1,4243.382213,1,1,1,356673.6,1,0,1,,0,5.469,3.744,14,1,1,0,0,1,0.823652638
Svenska Handelsbanken AB,SHB,2020.0,Large,Finance,Sweden,1,4209.769568,1,1,1,339346.8,1,0,1,,0,4.714,1.346,8,1,1,0,1,1,7.87
Svenska Handelsbanken AB,SHB,2021.0,Large,Finance,Sweden,1,4127.499524,1,1,1,313740,0,0,0,66.64,0,3.444,1.487,12,1,1,0,1,1,0.905541802
Svenska Handelsbanken AB,SHB,2022.0,Large,Finance,Sweden,,4727.093133,1,1,1,271987.2,1,0,0,75.705,0,5.508,6.621,9,1,1,0,1,1,1.006585136
Hemfosa Fastigheter AB,HEMF,2015.0,Large,Finance,Sweden,1,267.3,1,1,1,,1,0,1,,0,,,1,0,1,0,0,0,1.85
Hemfosa Fastigheter AB,HEMF,2016.0,Large,Finance,Sweden,1,276.1,1,0,1,821707,0,0,0,,0,,,3,1,1,0,1,1,2.4
Hemfosa Fastigheter AB,HEMF,2017.0,Large,Finance,Sweden,1,318.2,1,1,1,880909,1,0,0,,0,7.7,,4,1,1,0,1,1,2
Hemfosa Fastigheter AB,HEMF,2018.0,Large,Finance,Sweden,1,239.3364929,1,1,1,802951.2,0,0,0,,0,8.339,,5,0,1,0,0,1,1.307109005
Coor Service Management Holding AB,COOR,2015.0,Mid,Industrial Goods and Services,Sweden,0,818.6,1,1,1,,0,0,0,,0,2.2,2.2,5,0,1,0,1,1,-0.39
Coor Service Management Holding AB,COOR,2016.0,Mid,Industrial Goods and Services,Sweden,1,797.4,1,1,1,,0,1,1,,0,,,2,0,1,0,0,,0.1
Coor Service Management Holding AB,COOR,2017.0,Mid,Industrial Goods and Services,Sweden,1,784,1,0,1,,0,0,0,,0,,,3,0,1,1,1,1,0.2
Coor Service Management Holding AB,COOR,2018.0,Mid,Industrial Goods and Services,Sweden,1,899.4312796,1,1,1,,0,0,0,,0,,,4,0,1,1,1,0,0.103317536
Coor Service Management Holding AB,COOR,2019.0,Mid,Industrial Goods and Services,Sweden,1,982.0034279,1,1,1,,0,0,1,,0,,,6,1,1,1,1,1,0.168539326
Coor Service Management Holding AB,COOR,2020.0,Mid,Industrial Goods and Services,Sweden,1,913.2546182,1,1,1,,0,0,0,,0,,,6,1,1,1,0,1,0.190439916
Coor Service Management Holding AB,COOR,2021.0,Mid,Industrial Goods and Services,Sweden,1,962.1024567,1,1,1,24793.8624,1,0,1,,0,3.498,93.241,7,1,1,1,1,1,0.264711484
Coor Service Management Holding AB,COOR,2022.0,Mid,Industrial Goods and Services,Sweden,,1122.548086,1,1,1,22801.5,1,0,1,,0,3.588,113.512,8,1,1,1,1,1,0.257093887
Alimak Group AB,ALIG,2015.0,Mid,Industrial Goods and Services,Sweden,0,222.8,1,1,1,,0,0,0,,0,,,1,0,1,0,0,0,0.34
Alimak Group AB,ALIG,2016.0,Mid,Industrial Goods and Services,Sweden,1,214.1,1,1,1,28148,0,1,1,12,0,9.3,,9,0,1,0,0,1,0.5
Alimak Group AB,ALIG,2017.0,Mid,Industrial Goods and Services,Sweden,1,406.2,1,0,1,31104,0,0,0,16,0,,,3,1,1,0,1,1,0.6
Alimak Group AB,ALIG,2018.0,Mid,Industrial Goods and Services,Sweden,1,409.5165877,1,0,1,34373.1024,0,0,0,17.454416,0,9.28886,,4,1,1,0,1,1,0.601895735
Alimak Group AB,ALIG,2019.0,Mid,Industrial Goods and Services,Sweden,1,433.32,1,1,1,47487.6,1,0,0,16.46733,0,7.38507,,5,1,1,1,0,1,0.693201295
Alimak Group AB,ALIG,2020.0,Mid,Industrial Goods and Services,Sweden,1,356.1512093,1,1,1,9724.104,0,0,0,4.010154,0,,,9,1,1,0,0,1,0.320891259
Alimak Group AB,ALIG,2021.0,Mid,Industrial Goods and Services,Sweden,1,354.9609598,1,1,1,32208.192,0,0,0,14.128362,0,,,8,1,1,0,0,1,0.540849362
Alimak Group AB,ALIG,2022.0,Mid,Industrial Goods and Services,Sweden,,424.4760491,1,1,1,32486.4,,0,0,,0,4.69248,2.16576,6,1,1,0,0,1,0.662303055
Nobina AB,NOBINA,2015.0,Mid,Industrial Goods and Services,Sweden,1,910,1,1,1,,1,0,1,,0,,,6,0,1,0,0,1,0
Nobina AB,NOBINA,2016.0,Mid,Industrial Goods and Services,Sweden,1,925.6,1,1,1,,0,0,1,,0,,,5,0,0,0,0,0,0.6
Nobina AB,NOBINA,2017.0,Mid,Industrial Goods and Services,Sweden,1,923.2,1,1,1,3928761,1,1,0,,0,,,5,0,1,0,0,1,0.3
Nobina AB,NOBINA,2018.0,Mid,Industrial Goods and Services,Sweden,0,922.6540284,0,0,0,,1,0,1,,0,,,7,0,1,1,0,0,0.381990521
Nobina AB,NOBINA,2019.0,Mid,Industrial Goods and Services,Sweden,1,1013.616454,1,1,1,4127974.87,1,0,1,508875,0,,,10,1,1,1,1,1,0.326604456
Nobina AB,NOBINA,2020.0,Mid,Industrial Goods and Services,Sweden,1,1027.137688,1,1,1,58685.634,0,1,1,538200,0,,,9,0,1,0,1,1,0.326604456
Nobina AB,NOBINA,2022.0,Mid,Industrial Goods and Services,Sweden,,,,,,,,,,,,,,,,,,,,
Capio AB,CAPIO,2015.0,Mid,Health Care,Sweden,0,1475.5,1,1,1,,0,1,1,,0,,,7,0,1,0,0,0,0.16
Capio AB,CAPIO,2016.0,Mid,Health Care,Sweden,1,1470.1,1,0,1,,0,0,1,,0,,,3,0,0,0,0,1,0.3
Capio AB,CAPIO,2017.0,Mid,Health Care,Sweden,0,1556,1,0,1,,0,0,0,,0,,,4,0,1,0,0,0,0.3
Serneke Group AB,SRNKE,2017.0,Mid,Industrial Goods and Services,Sweden,1,569,1,1,1,108000,0,0,1,,0,,,2,1,1,0,0,0,1.4
Serneke Group AB,SRNKE,2018.0,Mid,Industrial Goods and Services,Sweden,0,617.6303318,1,0,1,,1,0,0,,0,1.509,,2,0,1,0,0,0,2.479620853
Serneke Group AB,SRNKE,2019.0,Mid,Industrial Goods and Services,Sweden,1,640.3542182,1,1,1,123471,1,0,1,,0,2.808,177,3,1,1,,1,1,-0.348505047
Serneke Group AB,SRNKE,2020.0,Mid,Industrial Goods and Services,Sweden,1,654.2563321,1,1,1,74206.8,0,0,1,,0,1.826,0.031,5,1,1,0,0,1,-1.506379737
TF Bank AB,TFBANK,2017.0,Mid,Finance,Sweden,0,51.9,0,0,0,,0,0,0,,0,,,0,0,0,0,0,0,0.7
TF Bank AB,TFBANK,2018.0,Mid,Finance,Sweden,1,59.49203791,1,0,0,,0,0,0,,0,,,1,0,0,0,0,0,0.829383886
TF Bank AB,TFBANK,2019.0,Mid,Finance,Sweden,0,67.22529042,0,0,1,,0,0,1,,0,,,2,1,1,0,0,1,0.953151781
TF Bank AB,TFBANK,2020.0,Mid,Finance,Sweden,1,57.39859074,1,0,1,,0,0,0,,0,,,0,0,1,,0,0,0.869358217
TF Bank AB,TFBANK,2021.0,Mid,Finance,Sweden,1,115.6533041,0,1,0,,0,0,0,,0,,,4,0,1,0,0,0,1.195010474
TF Bank AB,TFBANK,2022.0,Mid,Finance,Sweden,,132.9309968,1,1,1,,0,0,0,,0,0.4634,,8,1,1,N ,0,1,1.428090963
Sinch AB,SINCH,2019.0,Large,Technology,Sweden,0,479.527709,1,1,1,,0,0,1,,0,,,4,1,1,1,0,0,0.481812988
Sinch AB,SINCH,2015.0,Large,Technology,Sweden,0,92.3,0,0,1,,0,0,0,,0,,,,0,0,0,0,0,5.81
Sinch AB,SINCH,2016.0,Large,Technology,Sweden,0,243.9,1,0,0,,0,0,0,,0,,,2,0,0,0,0,0,0.3
Sinch AB,SINCH,2017.0,Large,Technology,Sweden,0,310.5,1,0,1,,0,0,0,,0,,,2,0,1,0,0,0,0.3
Sinch AB,SINCH,2018.0,Large,Technology,Sweden,0,377.8808531,1,0,0,,0,0,0,,0,,,3,1,0,,,0,0.317535545
Karo Pharma AB,KARO,2016.0,Large,Health Care,Sweden,0,36.3,0,0,0,,0,0,0,,0,,,0,0,0,0,0,0,0.2
Karo Pharma AB,KARO,2017.0,Large,Health Care,Sweden,0,66.8,0,0,0,,0,0,0,,0,,,0,0,0,0,0,0,0
Karo Pharma AB,KARO,2018.0,Large,Health Care,Sweden,0,153.0909005,1,0,1,,0,0,0,,0,,,2,0,0,0,0,0,0.438862559
Karo Pharma AB,KARO,2019.0,Large,Health Care,Sweden,0,181.0321843,1,1,1,,0,0,0,,0,,,3,1,1,0,1,1,0.004760998
Karo Pharma AB,KARO,2020.0,Large,Health Care,Sweden,1,274.506475,1,1,0,,0,0,0,,0,,,8,1,1,0,0,1,0.035231384
Karo Pharma AB,KARO,2021.0,Large,Health Care,Sweden,1,281.9800038,1,1,1,,0,0,0,,0,,,3,1,1,0,0,1,-0.007617597
Bravida Holding AB,BRAV,2015.0,Large,Industrial Goods and Services,Sweden,1,1554.3,1,1,1,,0,0,1,,0,,,7,0,1,0,1,1,0.16
Bravida Holding AB,BRAV,2016.0,Large,Industrial Goods and Services,Sweden,0,1545.7,1,1,1,,0,0,1,,0,18.6,,2,0,1,0,0,1,0.3
Bravida Holding AB,BRAV,2017.0,Large,Industrial Goods and Services,Sweden,1,1755.6,1,1,1,,0,0,1,,0,,,3,0,1,0,0,0,0.4
Bravida Holding AB,BRAV,2018.0,Large,Industrial Goods and Services,Sweden,1,1829.85782,1,1,1,,0,0,0,,0,,,10,0,1,0,0,1,0.446445498
Bravida Holding AB,BRAV,2019.0,Large,Industrial Goods and Services,Sweden,1,1942.868025,1,0,1,,0,0,0,,0,,,11,0,1,0,1,1,0.414206818
Bravida Holding AB,BRAV,2020.0,Large,Industrial Goods and Services,Sweden,1,2013.616454,1,1,1,,0,0,1,,0,,,12,0,1,1,0,1,0.469434393
Bravida Holding AB,BRAV,2021.0,Large,Industrial Goods and Services,Sweden,1,2083.031803,1,1,1,,0,0,0,,0,,,5,1,1,0,1,1,0.537040564
Bravida Holding AB,BRAV,2022.0,Large,Industrial Goods and Services,Sweden,,2474.510975,1,1,1,48308.4,0,0,0,,0,24.507,3.321,7,0,1,1,0,1,0.58421903
Lagercrantz Group AB,LAGR,2014.0,Large,Technology,Sweden,0,312.4,1,1,1,,0,0,0,,0,,,13,0,1,0,0,1,0.98
Lagercrantz Group AB,LAGR,2015.0,Large,Technology,Sweden,0,334.5,1,0,1,,0,0,0,,0,,,13,0,1,0,0,1,0.39
Lagercrantz Group AB,LAGR,2016.0,Large,Technology,Sweden,0,323.5,1,0,1,,0,0,1,,0,,,12,0,1,0,0,1,0.4
Lagercrantz Group AB,LAGR,2017.0,Large,Technology,Sweden,0,346.2,1,0,1,,0,0,0,,0,,,1,1,1,1,0,1,0.4
Lagercrantz Group AB,LAGR,2018.0,Large,Technology,Sweden,1,372.7014218,1,0,0,74401.2,0,0,0,,0,2.079,1.041,14,0,1,0,0,0,0.478672986
Lagercrantz Group AB,LAGR,2019.0,Large,Technology,Sweden,0,398.0194249,1,1,1,98103.6,0,0,0,,0,2.18,0.94,3,0,1,0,0,1,0.513235574
Scandic Hotels Group AB,SHOT,2015.0,Mid,Consumer Goods and Services,Sweden,1,1334,1,1,1,1627682,0,1,1,2319,0,36.2,0.4,1,0,1,1,1,1,0.16
Scandic Hotels Group AB,SHOT,2016.0,Mid,Consumer Goods and Services,Sweden,1,1367,1,1,1,1584497,0,0,0,2492,0,35.6,,2,1,1,0,1,1,0.9
Scandic Hotels Group AB,SHOT,2017.0,Mid,Consumer Goods and Services,Sweden,1,1480.4,1,1,1,1859020,0,0,0,,0,22.8,0.9,3,0,1,0,0,1,0.7
Scandic Hotels Group AB,SHOT,2018.0,Mid,Consumer Goods and Services,Sweden,1,1706.824645,1,1,1,2498410.44,0,0,1,,0,43.252,,4,0,1,0,1,0,0.619905213
Scandic Hotels Group AB,SHOT,2019.0,Mid,Consumer Goods and Services,Sweden,1,1803.942106,1,1,1,2526234.12,1,1,1,,0,36.7465,0.666605,2,1,1,0.01,0,1,0.667491906
Scandic Hotels Group AB,SHOT,2020.0,Mid,Consumer Goods and Services,Sweden,1,711.293087,1,1,1,1904209.2,0,0,0,,0,25.3281,0.143703,6,1,1,1,1,1,-3.810702723
Scandic Hotels Group AB,SHOT,2021.0,Mid,Consumer Goods and Services,Sweden,1,964.5781756,1,1,1,2092233.24,0,0,0,,0,24.3675,0.083402,7,1,1,1,1,1,-0.547514759
Scandic Hotels Group AB,SHOT,2022.0,Mid,Consumer Goods and Services,Sweden,,1809.103374,1,1,1,2366544.6,1,0,1,,0,27.8043,0.30286,5,0,1,1,1,1,0.207910476
Resurs Holding AB,RESURS,2015.0,Mid,Finance,Sweden,1,345.9,1,0,0,,0,0,0,,0,,,,0,0,0,0,0,0.35
Resurs Holding AB,RESURS,2016.0,Mid,Finance,Sweden,0,292.2,1,0,0,,0,0,0,,0,,,3,0,0,0,0,0,0.5
Resurs Holding AB,RESURS,2017.0,Mid,Finance,Sweden,1,339.1,1,0,0,,0,0,0,,0,,,1,1,0,0,0,0,0.5
Resurs Holding AB,RESURS,2018.0,Mid,Finance,Sweden,1,325.815545,0,0,0,,0,0,0,,0,,,2,0,0,0,0,0,0.542180095
Resurs Holding AB,RESURS,2019.0,Mid,Finance,Sweden,0,439.3063226,1,1,1,,0,0,0,,0,,,3,1,0,0,0,0,0.577985146
Resurs Holding AB,RESURS,2020.0,Mid,Finance,Sweden,1,382.0710341,1,1,1,,0,0,1,,0,,,4,0,1,0,0,0,0.445629404
Resurs Holding AB,RESURS,2021.0,Mid,Finance,Sweden,1,326.9147781,1,1,1,,0,0,0,,0,0.55,0.963,5,1,1,0,0,1,0.43229861
Resurs Holding AB,RESURS,2022.0,Mid,Finance,Sweden,,301.0468434,1,1,1,,1,0,0,,0,0.12,0.644,6,1,1,0,0,0,0.365960069
Attendo AB,ATT,2015.0,Mid,Health Care,Sweden,0,1075.6,1,1,1,,1,0,0,,0,,,,0,1,0,0,0,-0.01
Attendo AB,ATT,2016.0,Mid,Health Care,Sweden,1,1067.1,1,0,1,,0,0,0,,0,,,3,0,0,0,0,1,0.4
Attendo AB,ATT,2017.0,Mid,Health Care,Sweden,1,1132.7,1,1,1,81000,0,0,0,95,0,,,3,1,0,0,0,0,0.4
Attendo AB,ATT,2018.0,Mid,Health Care,Sweden,1,1041.421801,1,0,1,560880,1,0,0,819,0,10,,4,0,1,0,1,1,0.18957346
Attendo AB,ATT,2019.0,Mid,Health Care,Sweden,0,1136.4502,1,1,1,409320,1,0,0,866,0,10.25,,3,1,1,0,0,1,0.048562179
Attendo AB,ATT,2020.0,Mid,Health Care,Sweden,0,1170.062845,1,1,1,607680,1,0,1,928,0,6.65,,6,1,1,0,0,1,-0.536088364
Attendo AB,ATT,2021.0,Mid,Health Care,Sweden,1,1225.195201,1,1,1,809640,0,0,1,1318,0,26.3,41.8,1,0,1,0,0,1,0.033326985
Attendo AB,ATT,2022.0,Mid,Health Care,Sweden,,1363.7422,1,1,1,741420,1,0,1,1135,0,22.15,131.1,9,1,1,0,0,1,0.063972454
Dometic Group AB,DOM,2015.0,Mid,Consumer Goods and Services,Sweden,0,1256.7,1,1,1,253148,0,0,1,211,1,35.4,,5,1,1,0,0,0,0.38
Dometic Group AB,DOM,2016.0,Mid,Consumer Goods and Services,Sweden,1,1294.5,1,1,1,269640,0,1,1,214,0,32.5,,5,0,0,0,0,0,0.5
Dometic Group AB,DOM,2017.0,Mid,Consumer Goods and Services,Sweden,1,1425.8,1,1,1,273960,0,1,1,221,0,,,5,0,1,0,0,0,0.5
Dometic Group AB,DOM,2018.0,Mid,Consumer Goods and Services,Sweden,1,1732.132701,1,0,1,275760,0,0,1,229.888,0,,,5,0,1,1,0,0,0.50521327
Dometic Group AB,DOM,2019.0,Mid,Consumer Goods and Services,Sweden,1,1761.854885,1,1,0,393897.6,0,0,1,240.8,0,,,2,1,1,0.0075,0,1,0.426585412
Dometic Group AB,DOM,2020.0,Mid,Consumer Goods and Services,Sweden,1,1543.229861,1,1,1,356400,1,1,1,224.4,0,33.3,,9,1,1,0.82,0,1,0.144734336
Dometic Group AB,DOM,2021.0,Mid,Consumer Goods and Services,Sweden,1,2048.752619,1,1,1,414000,1,0,1,261.6,0,30.1,28.8,4,1,1,1,0,1,0.531327366
Dometic Group AB,DOM,2022.0,Mid,Consumer Goods and Services,Sweden,,2800.111952,1,1,1,370799.7034,1,0,1,268.7,0,31.02,24.35,11,1,1,0.92,0,1,0.524950433
Camurus AB,CAMX,2015.0,Mid,Health Care,Sweden,0,16.9,1,1,1,,0,1,1,,0,,,,0,1,0,0,1,-0.69
Camurus AB,CAMX,2016.0,Mid,Health Care,Sweden,0,12.011,1,0,1,,0,0,1,,0,,,2,0,0,0,0,1,-0.2
Camurus AB,CAMX,2017.0,Mid,Health Care,Sweden,0,5.5,1,0,0,,0,0,0,,0,,,1,0,0,0,0,0,-0.5
Camurus AB,CAMX,2018.0,Mid,Health Care,Sweden,0,4.836,0,0,0,,0,0,0,,0,,,4,0,0,0,0,0,-0.587677725
Camurus AB,CAMX,2019.0,Mid,Health Care,Sweden,0,10.05570368,0,0,0,,0,0,0,,0,,,5,0,0,0,0,0,-0.593220339
Camurus AB,CAMX,2020.0,Mid,Health Care,Sweden,0,31.99362026,1,0,1,,0,0,0,,0,,,6,0,0,1,0,0,-0.302799467
Camurus AB,CAMX,2021.0,Mid,Health Care,Sweden,1,57.18625024,1,0,1,1758.402,0,0,0,3.976,0,,,1,0,1,1,0,0,-0.15806513
Camurus AB,CAMX,2022.0,Mid,Health Care,Sweden,,89.93774445,1,1,1,3560.4,0,0,0,4.73,0,0.179,0.0603,8,0,1,1,1,0,0.091254824
Vitec Software Group AB,VIT,2016.0,Large,Technology,Sweden,0,70.6,1,0,0,,0,0,0,,0,,,2,0,0,0,0,0,0.2
Vitec Software Group AB,VIT,2017.0,Large,Technology,Sweden,0,86.8,1,1,1,,0,0,0,,0,,,1,1,0,0,0,0,0.3
Vitec Software Group AB,VIT,2018.0,Large,Technology,Sweden,0,96.37563981,1,0,1,,1,0,0,,0,,,2,0,1,0,0,0,0.30521327
Vitec Software Group AB,VIT,2019.0,Large,Technology,Sweden,0,110.0742716,1,1,1,4166.316,1,0,1,,0,,,3,1,0,0,0,0,0.300895068
Vitec Software Group AB,VIT,2020.0,Large,Technology,Sweden,0,140.4208722,0,0,0,,0,0,0,,0,,,4,0,0,0,0,0,0.548466959
Vitec Software Group AB,VIT,2021.0,Large,Technology,Sweden,1,149.6199771,1,1,1,,0,0,0,,0,,,10,0,1,0,1,0,0.576080747
Vitec Software Group AB,VIT,2022.0,Large,Technology,Sweden,,186.0845801,1,1,1,7713.9972,0,0,1,,0,,,5,0,1,0,0,1,0.643487628
Kindred Group Plc,KIND SDB,2017.0,Large,Consumer Goods and Services,Malta,1,844.3,1,0,1,16714,0,0,0,,0,2.5,4.7,,0,1,0,1,0,0.6
Kindred Group Plc,KIND SDB,2018.0,Large,Consumer Goods and Services,Malta,1,1008.444444,1,1,1,20182.95,0,0,0,,0,2.466,4.092,9,0,1,,1,1,0.64
Kindred Group Plc,KIND SDB,2019.0,Large,Consumer Goods and Services,Malta,1,1077.68595,1,1,1,21016.6704,1,0,1,,0,2.557,3.882,5,0,1,0,1,1,0.292798111
Kindred Group Plc,KIND SDB,2015.0,Large,Consumer Goods and Services,Malta,0,478.5,1,1,1,,0,0,1,,0,3.5,1.7,5,0,0,0,0,0,0.32
Kindred Group Plc,KIND SDB,2016.0,Large,Consumer Goods and Services,Malta,1,632.7,1,1,0,,0,0,1,,0,1.8,1.7,12,0,1,0,0,0,0.4
Kindred Group Plc (formerly Unibet Group),KIND,2021.0,Large,Travel and Leisure,Malta,1,1487.131051,1,1,1,22946.4,0,0,1,,0,1.8361,0.8433,11,1,1,0,1,1,1.534828808
Kindred Group Plc (formerly Unibet Group),KIND,2022.0,Large,Travel and Leisure,Malta,,1253.223574,1,1,1,,0,0,1,,0,1.3237,5.5914,6,0,1,0,0,1,0.633237326
AcadeMedia AB,ACAD,2018.0,Mid,Consumer Goods and Services,Sweden,0,1024.64455,1,0,1,,0,0,0,,0,,,1,1,0,0,1,1,0.406635071
AcadeMedia AB,ACAD,2019.0,Mid,Consumer Goods and Services,Sweden,1,1115.501809,1,0,1,,0,0,0,,0,,,2,0,1,0,0,1,4.09
AcadeMedia AB,ACAD,2020.0,Mid,Consumer Goods and Services,Sweden,0,1168.444106,1,0,0,,0,0,0,,0,,,5,0,1,0,1,0,0.389449629
AcadeMedia AB,ACAD,2021.0,Mid,Consumer Goods and Services,Sweden,,1348.97209,1,0,0,,0,0,0,,0,,,4,0,1,0,0,1,0.538121233
AddLife AB,ALIF,2015.0,Large,Health Care,Sweden,0,188.5,1,1,1,,1,0,0,,0,,,,0,0,0,0,0,
AddLife AB,ALIF,2016.0,Large,Health Care,Sweden,1,163.3,1,0,1,,0,0,0,,0,,,2,0,0,0,0,1,0.4
AddLife AB,ALIF,2017.0,Large,Health Care,Sweden,1,236.9,1,0,0,,0,0,0,,0,,,3,0,1,1,0,0,0.5
AddLife AB,ALIF,2018.0,Large,Health Care,Sweden,1,235.2227488,1,0,0,,0,0,0,,0,,,,0,1,0,0,1,0.508056872
Garo AB,GARO,2017.0,Mid,Technology,Sweden,1,80.8,1,0,1,12600,0,0,0,,0,0.6,,2,1,1,1,0,0,0.9
Garo AB,GARO,2018.0,Mid,Technology,Sweden,1,85.65876777,1,1,1,16380,0,0,0,,0,,,3,0,1,1,0,1,0.783886256
Garo AB,GARO,2019.0,Mid,Technology,Sweden,0,95.99123976,1,1,1,10087.2,0,0,1,,0,,,4,1,1,1,0,1,0.816035041
Infant Bacterial Therapeutics AB,IBT,2018.0,Mid,Health Care,Sweden,0,0,0,0,0,,0,0,0,,0,,,0,0,0,0,0,0,-0.356398104
Infant Bacterial Therapeutics AB,IBT,2019.0,Mid,Health Care,Sweden,0,0,1,0,0,,0,0,0,,0,,,4,0,0,0,0,0,-0.393258427
Infant Bacterial Therapeutics AB,IBT,2020.0,Mid,Health Care,Sweden,0,0.029708627,0,0,0,,0,0,0,,0,,,3,0,0,0,0,0,-0.610359931
Humana AB,HUM,2015.0,Mid,Health Care,Sweden,0,611.9,0,0,0,,0,0,0,,0,,,,0,0,0,0,0,0.07
Humana AB,HUM,2016.0,Mid,Health Care,Sweden,1,664.8,1,0,1,,1,0,0,,0,,,2,0,0,0,0,1,0.3
Humana AB,HUM,2017.0,Mid,Health Care,Sweden,0,665.7,1,0,1,,1,0,0,,0,,,1,0,0,0,0,0,0.4
Humana AB,HUM,2018.0,Mid,Health Care,Sweden,1,636.3981043,1,0,1,,0,0,0,,0,,,1,0,0,0,0,0,0.437914692
Humana AB,HUM,2019.0,Mid,Health Care,Sweden,0,711.0074272,1,0,1,,0,0,0,,0,,,4,1,1,0,0,0,0.337078652
