,comp_name,ticker,year,gvkey,org_number,isin,finbas_id,segment,industry,supersector,supersector_icb,hq_country,ceo_sust_statem,reported_curr,sales,env_policy,ep_targets,env_impact_red,energy_consump,incr_renew_en,disclosure_raw,resource_target,water_withdraw,water_disclose,ghg_emis,transport_emis,years_es_report,audit_es_report,su_guidelines,su_aud_disclose,su_eva_disclose,su_env_assess,earn_per_share,combined
3384,Bilia AB,BILI,2022.0,101585.0,SE5561125690,SE0009921588,.,Large,Consumer Services,Retail,4040,Sweden,,SEK,3325.156462,Y,Y,Y,459719.6322,N,N,N,98.363,N,10.73,202.666,5,N,Y,N,N,Y,1.637882982,Bilia AB (BILI)
3385,Essity AB,ESSITY,2017.0,324770.0,SE5563255511,SE0009922156,74650,Large,Consumer Goods,Personal & Household Goods,3700,Sweden,Y,SEK,11092.9,Y,Y,Y,48600000,Y,Y,Y,104000,Y,2379.8,457,1,N,Y,N,Y,Y,1.2,Essity AB (ESSITY)
3386,Essity AB,ESSITY,2018.0,324770.0,SE5563255511,SE0009922156,74650,Large,Consumer Goods,Personal & Household Goods,3700,Sweden,Y,SEK,11232.22749,Y,Y,Y,47966400,Y,Y,Y,103000,Y,2947,ND,2,N,Y,Y,Y,N,1.064454976,Essity AB (ESSITY)
3387,Essity AB,ESSITY,2019.0,324770.0,SE5563255511,SE0009922156,74650,Large,Consumer Products,Personal & Household Goods,3700,Sweden,Y,SEK,12280.9941,Y,Y,Y,46886400,Y,Y,Y,ND,N,2964,ND,3,Y,Y,N,N,Y,1.398781185,Essity AB (ESSITY)
3388,Essity AB,ESSITY,2020.0,324770.0,SE5563255511,SE0009922156,74650,Large,Consumer Goods,Personal Care. Drug and Grocery Stores ,4520,Sweden,Y,SEK,11593.22034,Y,Y,Y,42670800,Y,N,Y,81000,Y,2652,ND,4,Y,Y,Y,N,Y,1.38640259,Essity AB (ESSITY)
3389,Essity AB,ESSITY,2021.0,324770.0,SE5563255511,SE0009922156,74650,Large,Consumer Goods,Personal Care. Drug and Grocery Stores ,.,Sweden                                  ,Y,SEK,11604.17063,Y,Y,Y,44942400,Y,N,Y,95000,N,2741,ND,5,Y,Y,Y,Y,Y,1.168348886,Essity AB (ESSITY)
3390,Essity AB,ESSITY,2022.0,324770.0,SE5563255511,SE0009922156,74650,Large,Consumer Goods,Personal Care. Drug and Grocery Stores ,.,Sweden,,SEK,15617.3,Y,Y,Y,45421163.66,Y,N,Y,99000,N,2649,ND,6,Y,Y,0.04707113,N,Y,0.746031709,Essity AB (ESSITY)
3391,Momentum Group,MMGR,2017.0,324818.0,SE5590721352,SE0009922305,.,Mid,Industrials,Industrial Goods & Services,2700,Sweden,N,SEK,570.2,Y,N,Y,ND,N,N,N,ND,N,ND,ND,1,Y,Y,Y,N,Y,0.7,Momentum Group (MMGR)
3392,Momentum Group,MMGR,2019.0,324818.0,SE5590721352,SE0009922305,.,Mid,Industrials,Industrial Goods & Services,5020,Sweden,N,SEK,584.174443,Y,Y,Y,ND,N,N,N,ND,N,ND,ND,2,Y,Y,Y,N,Y,0.733193677,Momentum Group (MMGR)
3393,Momentum Group,MMGR,2020.0,324818.0,SE5590721352,SE0009922305,.,Mid,Industrials,Industrial Goods & Services,5020,Sweden,N,SEK,584.174443,Y,N,Y,ND,N,N,N,ND,N,ND,ND,0,N,Y,N,Y,N,0.574176347,Momentum Group (MMGR)
3394,Momentum Group,MMGR,2021.0,324818.0,SE5590721352,SE0009922305,.,Mid,Industrials,Industrial Goods & Services,5020,Sweden,Y,SEK,806.9891449,Y,N,Y,ND,N,N,N,ND,N,ND,ND,5,N,Y,N,N,Y,0.547514759,Momentum Group (MMGR)
3395,HMS Networks AB,HMS,2014.0,286889.0,SE5566618954,SE0009997018,64370,Mid,Technology,Technology,9500,Sweden,Y,SEK,64.4,Y,Y,Y,ND,N,Y,Y,ND,N,ND,ND,7,N,Y,N,Y,Y,0.61,HMS Networks AB (HMS)
3396,HMS Networks AB,HMS,2015.0,286889.0,SE5566618954,SE0009997018,64370,Mid,Technology,Technology,9500,Sweden,N,SEK,76.8,Y,N,Y,ND,Y,N,N,ND,N,ND,ND,5,N,Y,N,N,Y,0.58,HMS Networks AB (HMS)
3397,HMS Networks AB,HMS,2016.0,286889.0,SE5566618954,SE0009997018,64370,Mid,Technology,Technology,9500,Sweden,Y,SEK,99.5,Y,Y,Y,8676,Y,N,Y,ND,N,0.3,0.168,10,N,Y,N,N,Y,0.9,HMS Networks AB (HMS)
3398,HMS Networks AB,HMS,2017.0,286889.0,SE5566618954,SE0009997018,64370,Mid,Technology,Technology,9500,Sweden,Y,SEK,120.1,Y,N,Y,ND,N,N,N,ND,N,0.3,0.294,ND,N,Y,Y,N,Y,0.3,HMS Networks AB (HMS)
3399,HMS Networks AB,HMS,2018.0,286889.0,SE5566618954,SE0009997018,64370,Mid,Technology,Technology,9500,Sweden,Y,SEK,129.4600948,Y,N,Y,4032,Y,N,N,ND,N,0.265,0.323,1,N,Y,N,Y,Y,0.345971564,HMS Networks AB (HMS)
3400,HMS Networks AB,HMS,2019.0,286889.0,SE5566618954,SE0009997018,64370,Mid,Technology,Technology,1010,Sweden,Y,SEK,144.6391164,Y,Y,Y,4226.4,Y,N,Y,ND,N,0.279,0.846,ND,Y,Y,N,N,Y,0.418967816,HMS Networks AB (HMS)
3401,HMS Networks AB,HMS,2020.0,286889.0,SE5566618954,SE0009997018,64370,Mid,Technology,Telecommunications,1510,Sweden,Y,SEK,139.6876785,Y,Y,Y,4374,N,N,Y,ND,N,0.186,0.981,10,Y,Y,N,N,Y,0.4541992,HMS Networks AB (HMS)
3402,HMS Networks AB,HMS,2021.0,286889.0,SE5566618954,SE0009997018,64370,Large,Telecommunications,Telecommunications,1510,Sweden,Y,SEK,187.7475719,Y,Y,Y,11050.2,Y,N,Y,ND,N,0.2855,1.2226,6,N,Y,N,N,N,0.720815083,HMS Networks AB (HMS)
3403,HMS Networks AB,HMS,2022.0,286889.0,SE5566618954,SE0009997018,64370,Large,Technology,Telecommunications,1510,Sweden,,SEK,235.7573092,Y,Y,Y,10929.6,N,N,Y,ND,N,0.47,6.083,5,Y,Y,Y,N,Y,1.020736953,HMS Networks AB (HMS)
3404,Fagerhult AB,FAG,2014.0,215391.0,SE5561106203,SE0010048884,701,Mid,Industrials,Industrial Goods & Services,2700,Sweden,Y,SEK,410.1,Y,N,Y,126634,Y,Y,N,33,N,6.7,ND,3,Y,Y,N,N,Y,0.76,Fagerhult AB (FAG)
3405,Fagerhult AB,FAG,2015.0,215391.0,SE5561106203,SE0010048884,701,Mid,Industrials,Constructions & Materials,2300,Sweden,Y,SEK,427.7,Y,Y,Y,134000,N,Y,Y,45,N,7.6,2.3,8,Y,Y,N,N,N,0.83,Fagerhult AB (FAG)
3406,Fagerhult AB,FAG,2016.0,215391.0,SE5561106203,SE0010048884,701,Mid,Industrials,Construction & Materials,2300,Sweden,Y,SEK,469.2,Y,Y,Y,136696,N,Y,Y,42,N,ND,ND,12,Y,Y,N,N,Y,1,Fagerhult AB (FAG)
3407,Fagerhult AB,FAG,2017.0,215391.0,SE5561106203,SE0010048884,701,Mid,Industrials,Construction & Materials,2300,Sweden,Y,SEK,524.9,Y,N,Y,133510,N,Y,N,41,N,7.2,ND,10,Y,Y,Y,N,Y,0.4,Fagerhult AB (FAG)
3408,Fagerhult AB,FAG,2018.0,215391.0,SE5561106203,SE0010048884,701,Mid,Industrials,Construction & Materials,2300,Sweden,Y,SEK,532.7962085,Y,N,N,181674,Y,Y,N,54.452,N,ND,ND,14,N,Y,Y,Y,Y,0.416113744,Fagerhult AB (FAG)
3409,Fagerhult AB,FAG,2019.0,215391.0,SE5561106203,SE0010048884,701,Mid,Industrials,Construction & Materials,5010,Sweden,N,SEK,746.9910493,Y,Y,Y,169041.6,Y,Y,N,52,N,12.52,1.2,3,Y,Y,Y,N,Y,0.316130261,Fagerhult AB (FAG)
3410,Fagerhult AB,FAG,2020.0,215391.0,SE5561106203,SE0010048884,701,Mid,Industrials,Construction and Materials,5010,Sweden,Y,SEK,649.2096743,Y,Y,Y,237798,N,Y,Y,76.756,N,17.561,0.345,8,Y,Y,Y,N,N,0.305656066,Fagerhult AB (FAG)
3411,Fagerhult AB,FAG,2021.0,215391.0,SE5561106203,SE0010048884,701,Mid,Industrials,Construction and Materials,5010,Sweden,Y,SEK,674.8714531,Y,N,Y,141174,Y,Y,N,89.589,N,18.282,47.167,7,Y,Y,N,N,Y,0.251380689,Fagerhult AB (FAG)
3412,Fagerhult AB,FAG,2022.0,215391.0,SE5561106203,SE0010048884,701,Mid,Industrials,Construction and Materials,5010,Sweden,,SEK,778.0179358,Y,Y,Y,ND,Y,Y,Y,83.457,N,17.712,45.239,18,Y,Y,N,Y,Y,0.307632243,Fagerhult AB (FAG)
3413,Investment AB Latour,LATO,2021.0,16299.0,SE5560263237,SE0010100958,.,Large,Financials,Financial Services,3020,Sweden,Y,SEK,1767.948962,Y,Y,Y,38824.15921,N,N,Y,ND,ND,ND,ND,5,Y,Y,N,N,Y,0.649400114,Investment AB Latour (LATO)
3414,Investment AB Latour,LATO,2022.0,16299.0,SE5560263237,SE0010100958,.,Large,Financials,Financial Services,3020,Sweden,,SEK,2133.387271,Y,Y,Y,423277.92,Y,N,Y,ND,N,20.193,ND,18,Y,Y,N,N,Y,0.610560629,Investment AB Latour (LATO)
3415,Investment AB Latour,LATO,2014.0,16299.0,SE5560263237,SE0010100958,192,Large,Financials,Financial Services,8700,Sweden,N,SEK,832.2,Y,Y,Y,ND,N,N,Y,ND,N,ND,ND,4,N,Y,N,N,Y,1.28,Investment AB Latour (LATO)
3416,Investment AB Latour,LATO,2015.0,16299.0,SE5560263237,SE0010100958,192,Large,Financials,Financial Services,8700,Sweden,Y,SEK,936,Y,Y,Y,ND,N,Y,Y,ND,N,ND,ND,11,Y,Y,N,N,Y,2.81,Investment AB Latour (LATO)
3417,Investment AB Latour,LATO,2016.0,16299.0,SE5560263237,SE0010100958,192,Large,Financials,Financial Services,8700,Sweden,Y,SEK,871.9,Y,N,Y,ND,N,N,Y,ND,N,ND,ND,8,Y,N,N,N,N,2.4,Investment AB Latour (LATO)
3418,Investment AB Latour,LATO,2017.0,16299.0,SE5560263237,SE0010100958,192,Large,Financials,Financial Services,8700,Sweden,Y,SEK,1008.1,Y,Y,Y,ND,N,N,Y,ND,N,ND,ND,6,Y,Y,N,N,N,0.4,Investment AB Latour (LATO)
3419,Investment AB Latour,LATO,2018.0,16299.0,SE5560263237,SE0010100958,192,Large,Financials,Financial Services,8700,Sweden,N,SEK,1117.061611,Y,N,Y,233767.26,N,N,N,ND,N,ND,ND,3,Y,Y,N,N,Y,0.602843602,Investment AB Latour (LATO)
3420,Investment AB Latour,LATO,2019.0,16299.0,SE5560263237,SE0010100958,192,Large,Financials,Financial Services,3020,Sweden,N,SEK,1308.131784,Y,Y,Y,266886,N,N,N,ND,N,ND,ND,11,Y,Y,N,N,Y,0.791277852,Investment AB Latour (LATO)
3421,Investment AB Latour,LATO,2020.0,16299.0,SE5560263237,SE0010100958,192,Large,Financials,Financial Services,3020,Sweden,Y,SEK,1430.96553,Y,Y,Y,309456.576,Y,N,Y,ND,N,ND,ND,12,N,N,N,N,N,0.789373453,Investment AB Latour (LATO)
3422,Cherry AB,CHER,2017.0,282921.0,SE5562109909,SE0010133256,6055,Mid,Consumer Services,Travel & Leisure,5700,Sweden,N,SEK,228.6,Y,N,Y,ND,N,N,N,ND,N,ND,ND,1,N,N,N,N,N,0.1,Cherry AB (CHER)
3423,Handicare Group AB,HANDI,2017.0,325610.0,SE5569827115,SE0010298109,7553,Mid,Health Care,Health Care,4500,Sweden,Y,EUR,284.3,Y,Y,Y,ND,N,N,N,ND,N,ND,ND,1,N,Y,Y,Y,Y,-0.1,Handicare Group AB (HANDI)
3424,Handicare Group AB,HANDI,2018.0,325610.0,SE5569827115,SE0010298109,7553,Mid,Health Care,Health Care,4500,Sweden,Y,EUR,290.866,Y,Y,Y,ND,N,N,Y,ND,N,ND,ND,2,Y,Y,Y,Y,Y,0.19,Handicare Group AB (HANDI)
3425,Handicare Group AB,HANDI,2019.0,325610.0,SE5569827115,SE0010298109,7553,Mid,Health Care,Health Care,2010,Sweden,N,EUR,271.038,Y,Y,Y,8577.2556,N,N,Y,ND,N,ND,ND,3,Y,Y,Y,Y,Y,0.04,Handicare Group AB (HANDI)
3426,BioArctic AB,BIOA,2017.0,325635.0,SE5566012679,SE0010323311,75710,Mid,Health Care,Health Care,4500,Sweden,N,SEK,14.3,Y,N,N,ND,N,N,N,ND,N,ND,ND,1,N,Y,Y,N,N,0,BioArctic AB (BIOA)
3427,BioArctic AB,BIOA,2018.0,325635.0,SE5566012679,SE0010323311,75710,Mid,Health Care,Health Care,4500,Sweden,N,SEK,67.67488152,N,N,N,ND,N,N,N,ND,N,ND,ND,2,N,Y,Y,N,N,0.41042654,BioArctic AB (BIOA)
3428,BioArctic AB,BIOA,2019.0,325635.0,SE5566012679,SE0010323311,75710,Mid,Health Care,Health Care,2010,Sweden,N,SEK,26.83031803,N,N,N,ND,N,N,N,ND,N,ND,ND,3,N,Y,Y,N,N,0.095219958,BioArctic AB (BIOA)
3429,BioArctic AB,BIOA,2020.0,325635.0,SE5566012679,SE0010323311,75710,Mid,Health Care,Health Care,2010,Sweden,Y,SEK,5.93220339,Y,Y,Y,ND,N,N,Y,ND,N,ND,ND,4,N,Y,Y,Y,Y,-0.074271567,BioArctic AB (BIOA)
3430,BioArctic AB,BIOA,2021.0,325635.0,SE5566012679,SE0010323311,75710,Mid,Health Care,Health Care,2010,Sweden,Y,SEK,2.541230242,N,N,N,ND,N,N,N,ND,N,ND,ND,0,N,Y,N,N,N,-0.129499143,BioArctic AB (BIOA)
3431,BioArctic AB,BIOA,2022.0,325635.0,SE5566012679,SE0010323311,75710,Mid,Health Care,Health Care,2010,Sweden,,SEK,21.47781073,Y,N,Y,ND,N,N,Y,ND,N,ND,ND,6,N,Y,N,N,Y,-0.012230028,BioArctic AB (BIOA)
3432,Arion Banki hf.,ARION,2022.0,327453.0,SE5810080150,SE0010413567,7845,Large,Financials,Banks,3010,Iceland,,ISK,460.441259,Y,Y,Y,20400.3144,Y,N,N,106.748,N,0.0806,0.4935,ND,Y,N,N,N,N,0.129926255,Arion Banki hf. (ARION)
3433,Arion Banki hf.,ARION,2019.0,327453.0,IS5810080150,SE0010413567,7845,Large,Financials,Banks,3010,Iceland,Y,ISK,354.3743079,Y,Y,Y,29760.2496,Y,N,N,136.99,N,0.1342,0.3154,4,N,Y,N,N,Y,0.004503507,Arion Banki hf. (ARION)
3434,Calliditas Therapeutics AB,CALTX,2018.0,327564.0,SE5566599766,SE0010441584,78580,Mid,Health Care,Health Care,4500,Sweden,N,SEK,0,N,N,N,ND,N,N,N,ND,N,ND,ND,0,N,N,N,N,N,-0.482464455,Calliditas Therapeutics AB (CALTX)
3435,Calliditas Therapeutics AB,CALTX,2019.0,327564.0,SE5566599766,SE0010441584,78580,Mid,Health Care,Health Care,2010,Sweden,N,SEK,17.59940964,N,N,N,ND,N,N,N,ND,N,ND,ND,0,N,N,N,N,N,-0.083793563,Calliditas Therapeutics AB (CALTX)
3436,Calliditas Therapeutics AB,CALTX,2020.0,327564.0,SE5566599766,SE0010441584,78580,Mid,Health Care,Health Care,2010,Sweden,N,SEK,0.083222243,Y,N,N,ND,N,N,N,ND,N,ND,ND,1,N,Y,Y,N,N,-0.919824795,Calliditas Therapeutics AB (CALTX)
3437,Calliditas Therapeutics AB,CALTX,2021.0,327564.0,SE5566599766,SE0010441584,78580,Mid,Health Care,Health Care,2010,Sweden,N,SEK,21.83841173,N,N,N,ND,N,N,N,ND,N,ND,ND,1,N,N,N,N,N,-0.936964388,Calliditas Therapeutics AB (CALTX)
3438,Calliditas Therapeutics AB,CALTX,2022.0,327564.0,SE5566599766,SE0010441584,78580,Mid,Health Care,Health Care,2010,Sweden,,SEK,75.53255892,Y,N,Y,ND,N,N,N,ND,N,ND,ND,3,N,Y,N,Y,Y,-0.731920138,Calliditas Therapeutics AB (CALTX)
3439,Arjo AB,ARJO,2017.0,221031.0,SE5590928064,SE0010468116,77760,Large,Health Care,Health Care,4500,Sweden,Y,SEK,780.5,Y,Y,Y,134036.3109,N,N,N,ND,N,ND,ND,1,N,Y,N,N,N,0,Arjo AB (ARJO)
3440,Arjo AB,ARJO,2018.0,221031.0,SE5590928064,SE0010468116,77760,Large,Health Care,Health Care,4500,Sweden,Y,SEK,778.8625592,Y,Y,Y,109657.6488,Y,N,N,ND,N,ND,ND,2,N,Y,Y,N,N,0.103317536,Arjo AB (ARJO)
3441,Arjo AB,ARJO,2019.0,221031.0,SE5590928064,SE0010468116,77760,Large,Healthcare,Medical Instruments & Supplies,4500,Sweden,Y,SEK,843.0468,Y,Y,Y,ND,Y,N,N,ND,N,ND,ND,3,Y,Y,N,N,Y,0.140925538,Arjo AB (ARJO)
3442,Arjo AB,ARJO,2020.0,221031.0,5565284600,SE0010468116,77760,Large,Healthcare,Healthcare,2010,Sweden,Y,SEK,864.4067797,Y,Y,Y,ND,N,N,Y,ND,N,2237.669015,3789.754333,4,N,Y,Y,N,Y,1.93,Arjo AB (ARJO)
3443,Arjo AB,ARJO,2021.0,221031.0,SE5590928064,SE0010468116,77760,Large,Healthcare,Healthcare,2010,Sweden,Y,SEK,863.64502,Y,Y,Y,ND,Y,N,N,ND,N,2.509,45.2,5,N,Y,Y,N,Y,0.258998286,Arjo AB (ARJO)
3444,Arjo AB,ARJO,2022.0,221031.0,SE5590928064,SE0010468116,77760,Large,Health Care,health care,2010,Sweden,,SEK,938.7582314,Y,Y,Y,29129.4,Y,N,N,ND,N,3.836,49.4,6,N,Y,Y,N,Y,0.154280339,Arjo AB (ARJO)
3445,KappAhl AB,KAHL,2015.0,276568.0,SE5566612312,SE0010520981,5868,Mid,Consumer Services,Retail,5300,Sweden,Y,SEK,502,Y,Y,Y,ND,Y,Y,N,ND,N,439.7,412.7,12,Y,Y,Y,Y,Y,0.16,KappAhl AB (KAHL)
3446,KappAhl AB,KAHL,2016.0,276568.0,SE5566612312,SE0010520981,5868,Mid,Consumer Services,Retail,5300,Sweden,Y,SEK,493.6,Y,Y,Y,ND,Y,N,N,ND,N,23.2,276.1,9,Y,Y,N,Y,Y,2.5,KappAhl AB (KAHL)
3447,KappAhl AB,KAHL,2017.0,276568.0,SE5566612312,SE0010520981,5868,Mid,Consumer Services,Retail,5300,Sweden,Y,SEK,499.1,Y,Y,Y,89640,Y,Y,N,ND,N,17.2,186.9,9,N,Y,N,N,Y,2.7,KappAhl AB (KAHL)
3448,KappAhl AB,KAHL,2018.0,276568.0,SE5566612312,SE0010520981,5868,Mid,Consumer Goods,Retail,5300,Sweden,Y,SEK,451.1848341,N,N,N,95967.9288,Y,N,N,ND,N,16.222,189.971,Report ESG present,N,Y,0.0083,Y,Y,0.276777251,KappAhl AB (KAHL)
3449,KappAhl AB,KAHL,2019.0,276568.0,SE5566612312,SE0010520981,5868,Mid,Retail,Retail,4040,Sweden,Y,SEK,466.7111026,Y,Y,Y,84635.562,N,Y,N,ND,N,12.636,179.125,10,Y,Y,0.0054,Y,Y,0.174252523,KappAhl AB (KAHL)
3450,Ahlsell AB,AHSL,2017.0,322718.0,SE5568828916,SE0010599266,7348,Large,Industrials,Construction & Materials,2300,Sweden,Y,SEK,2790.3,Y,Y,Y,234838.8,Y,N,N,ND,N,37.9,ND,5,N,Y,Y,Y,Y,0.3,Ahlsell AB (AHSL)
3451,Ahlsell AB,AHSL,2018.0,322718.0,SE5568828916,SE0010599266,7348,Large,Industrials,Industrial Goods & Services,2700,Sweden,Y,SEK,2965.971564,Y,Y,Y,241117.2,N,N,N,ND,N,10.156,25.163,t,N,Y,Y,Y,Y,0.348815166,Ahlsell AB (AHSL)
3452,Ahlsell AB,AHSL,2022.0,322718.0,SE5568828916,SE0010599266,7348,Large,Industrials,Industrial Goods & Services,2700,Sweden,,,,,,,,,,,,,,,,,,,,,,Ahlsell AB (AHSL)
3453,Svolder AB,SVOL,2016.0,217203.0,SE5564692019,SE0010663310,423,Mid,Financials,Financial Services,8700,Sweden,Y,SEK,79.7,Y,N,Y,ND,N,N,Y,ND,N,ND,ND,2,N,N,N,N,N,6,Svolder AB (SVOL)
3454,Svolder AB,SVOL,2018.0,217203.0,SE5564692019,SE0010663310,423,Mid,Financials,Financial Services,8700,Sweden,N,SEK,34.95734597,Y,N,N,ND,N,N,N,ND,N,ND,ND,0,N,N,N,N,N,13.5,Svolder AB (SVOL)
3455,Svolder AB,SVOL,2019.0,217203.0,SE5564692019,SE0010663310,423,Mid,Financials,Financial Services,8700,Sweden,Y,SEK,5.598933536,N,N,Y,ND,N,N,N,ND,N,ND,ND,0,N,N,N,N,N,-0.047609979,Svolder AB (SVOL)
3456,Svolder AB,SVOL,2020.0,217203.0,SE5564692019,SE0010663310),423,Mid,Financials,Financial Services,3020,Sweden,Y,SEK,67.64425824,Y,N,Y,ND,N,N,N,ND,N,ND,ND,0,N,N,ND,N,N,2.56713007,Svolder AB (SVOL)
3457,Corem Property Group AB,CORE,2017.0,247589.0,SE5564639440,SE0010714279,725,Mid,Financials,Real Estate,8600,Sweden,Y,SEK,91.4,Y,Y,Y,1316233,N,N,N,ND,N,2.3,ND,9,N,Y,N,N,N,0.2,Corem Property Group AB (CORE)
3458,Corem Property Group AB,CORE,2018.0,247589.0,SE5564639440,SE0010714279,725,Mid,Financials,Real Estate,8600,Sweden,,,,,,,,,,,,,,,,,,,,,,Corem Property Group AB (CORE)
3459,Corem Property Group AB,CORE,2019.0,247589.0,SE5564639440,SE0010714279,725,Mid,Real Estate,Real Estate,3510,Sweden,Y,SEK,91.50637974,Y,Y,Y,132638400,Y,N,Y,ND,N,0.012973,ND,4,Y,N,N,N,N,0.79508665,Corem Property Group AB (CORE)
3460,Corem Property Group AB,CORE,2020.0,247589.0,SE5564639440,SE0010714287,725,Large,Real Estate Services,Real Estate,3510,Sweden,Y,SEK,93.69643877,Y,Y,Y,182422800,N,N,Y,ND,N,0.017424,ND,ND,Y,Y,N,N,Y,-0.049514378,Corem Property Group AB (CORE)
3461,Corem Property Group AB,CORE,2021.0,247589.0,SE5564639440,SE0010714287,725,Large,Real Estate,Real Estate,3510,Sweden,Y,SEK,267.0919825,Y,Y,Y,1079640,Y,N,Y,ND,N,20.66,129.909,6,Y,Y,Y,Y,Y,0.525614169,Corem Property Group AB (CORE)
3462,Corem Property Group AB,CORE,2022.0,247589.0,SE5564639440,SE0010714287,725,Large,Real Estate,Real Estate,3510,Sweden,,SEK,422.5004292,Y,Y,Y,854640,Y,N,Y,ND,N,6.756,38.4753,3,N,Y,Y,N,N,-0.211673562,Corem Property Group AB (CORE)
3463,NP3 Fastigheter AB,NP3,2018.0,318784.0,SE5567491963,SE0010820514,,Large,Real Estate,Real Estate,,Sweden,,SEK,82.05896954,Y,N,Y,35208,N,N,N,ND,N,ND,ND,5,N,Y,N,N,N,0.782626471,NP3 Fastigheter AB (NP3)
3464,NP3 Fastigheter AB,NP3,2021.0,318784.0,SE5567491963,SE0010820514,70830,Large,Real Estate,Real Estate,3510,Sweden,Y,SEK,117.8823081,Y,Y,Y,467938.8,N,N,N,ND,N,7.9347,7.946,8,Y,Y,N,Y,Y,3.370786517,NP3 Fastigheter AB (NP3)
3465,NP3 Fastigheter AB,NP3,2022.0,318784.0,SE5567491963,SE0010820514,70830,Large,Real Estate,Real Estate,3510,Sweden,,SEK,117.0319604,Y,Y,Y,468518.4,N,N,Y,ND,N,5.1791,0.0123,9,Y,Y,N,N,Y,1.959626796,NP3 Fastigheter AB (NP3)
3466,Cibus Nordic Real Estate AB,CIBUS,2021.0,326756.0,SE5591350599,SE0010832204,78120,Mid,Real Estate,Real Estate,3510,Sweden,Y,EUR,93.754,Y,Y,Y,840945.6,Y,N,N,109.634,N,9.017,17.7,2,Y,N,N,N,N,1.25,Cibus Nordic Real Estate AB (CIBUS)
3467,Cibus Nordic Real Estate AB,CIBUS,2022.0,326756.0,SE5591350599,SE0010832204,78120,Large,Real Estate,Real Estate,3510,Sweden,,EUR,124.019,Y,Y,N,936000,N,N,N,150.663,N,7.55,15.509,4,N,Y,ND,Y,Y,1.66,Cibus Nordic Real Estate AB (CIBUS)
3468,BHG (formerly Bygghemma Group First AB),BHG,2021.0,326910.0,SE5590770763,SE0010948588,78220,Large,Consumer Services,Retailers,4040,Sweden,Y,SEK,1206.055989,Y,Y,Y,106207.2,N,N,N,ND,ND,2.149,17.981,4,Y,Y,N,Y,Y,0.375166635,BHG (formerly Bygghemma Group First AB) (BHG)
3469,BHG (formerly Bygghemma Group First AB),BHG,2022.0,326910.0,SE5590770763,SE0010948588,78220,Large,Consumer Services,Retail,4040,Sweden,,SEK,1265.403367,Y,Y,N,120193.1999,N,N,N,ND,N,6.058,22.829,5,Y,Y,N,N,Y,0.023519285,BHG (formerly Bygghemma Group First AB) (BHG)
3470,BHG (formerly Bygghemma Group First AB),BHG,2020.0,326910.0,SE5590770763,SE0010948588,7822,Mid,Consumer Services,Retail,4040,Sweden,Y,SEK,853.9516283,Y,Y,Y,31356,N,N,Y,ND,N,0.915,2.722,4,N,Y,N,Y,N,0.368501238,BHG (formerly Bygghemma Group First AB) (BHG)
3471,BHG (formerly Bygghemma Group First AB),BHG,2017.0,326910.0,SE5590770763,SE0010948588,7822,Mid,Consumer Services,Retail,5300,Sweden,N,SEK,401.6,Y,N,N,ND,N,N,N,ND,N,ND,ND,0,N,Y,N,N,Y,-4.8,BHG (formerly Bygghemma Group First AB) (BHG)
3472,BHG (formerly Bygghemma Group First AB),BHG,2018.0,326910.0,SE5590770763,SE0010948588,7822,Mid,Consumer Services,Retail,5300,Sweden,N,SEK,471.4691943,Y,N,N,ND,N,N,N,ND,N,2.02423,ND,1,N,Y,Y,N,N,0,BHG (formerly Bygghemma Group First AB) (BHG)
3473,BHG (formerly Bygghemma Group First AB),BHG,2019.0,326910.0,SE5590770763,SE0010948588,7822,Mid,Consumer Services,Retail,4040,Sweden,N,SEK,591.5539897,Y,N,N,ND,N,N,N,ND,N,ND,ND,2,N,Y,N,N,N,0.156160731,BHG (formerly Bygghemma Group First AB) (BHG)
3474,Mr Green & Co AB,MRG,2017.0,315618.0,SE5568831449,SE0010949750,6916,Mid,Consumer Services,Travel & Leisure,5700,Sweden,Y,SEK,121,N,N,N,ND,N,N,N,ND,N,ND,ND,1,N,N,N,N,N,0.3,Mr Green & Co AB (MRG)
3475,Holmen AB,HOLM,2020.0,100744.0,SE5560013301,SE0011090000,127,Large,Basic Materials,Basic Resources,5510,Sweden,Y,SEK,1554.656256,Y,Y,Y,33814800,Y,Y,N,69000,Y,79,298,11,Y,Y,N,N,Y,1.161683489,Holmen AB (HOLM)
3476,Holmen AB,HOLM,2014.0,100744.0,SE5560013301,SE0011090018,127,Large,Basic Materials,Basic Resources,1700,Sweden,Y,SEK,1867.7,Y,Y,Y,37029600,Y,Y,Y,74000,Y,1677,ND,19,Y,Y,N,N,N,1.19,Holmen AB (HOLM)
3477,Holmen AB,HOLM,2015.0,100744.0,SE5560013301,SE0011090018,127,Large,Basic Materials,Basic Resources,1700,Sweden,Y,SEK,1752.1,Y,Y,Y,37015200,Y,Y,Y,69000,N,1621,ND,19,Y,Y,N,Y,Y,0.73,Holmen AB (HOLM)
3478,Holmen AB,HOLM,2016.0,100744.0,SE5560013301,SE0011090018,127,Large,Basic Materials,Basic Resources,1700,Sweden,Y,SEK,1621,Y,Y,Y,37166400,Y,Y,Y,70000,Y,1664,ND,21,Y,Y,N,Y,Y,1.8,Holmen AB (HOLM)
